,name,real_x,real_y,R,label_x,label_y
42,20051021_51418_0100_PP.tif,2240,1488,103,984,800
43,20051021_51561_0100_PP.tif,2240,1488,103,987,800
44,20051021_51748_0100_PP.tif,2240,1488,103,987,791
45,20051021_51936_0100_PP.tif,2240,1488,103,981,791
46,20051021_52075_0100_PP.tif,2240,1488,103,957,776
47,20051021_57798_0100_PP.tif,2240,1488,103,1122,752
48,20051021_57975_0100_PP.tif,2240,1488,103,969,800
49,20051021_58178_0100_PP.tif,2240,1488,103,987,788
50,20051021_58388_0100_PP.tif,2240,1488,103,978,797
51,20051021_58802_0100_PP.tif,2240,1488,103,1290,782
52,20051021_59459_0100_PP.tif,2240,1488,103,1023,788
53,20051021_59589_0100_PP.tif,2240,1488,103,984,803
54,20051213_61802_0100_PP.tif,2240,1488,103,1314,785
55,20051213_61951_0100_PP.tif,2240,1488,103,1314,785
56,20051213_62188_0100_PP.tif,2240,1488,103,1305,788
57,20051213_62314_0100_PP.tif,2240,1488,103,1290,791
58,20051213_62437_0100_PP.tif,2240,1488,103,1266,773
59,20051213_62572_0100_PP.tif,2240,1488,103,1299,779
60,20051213_62705_0100_PP.tif,2240,1488,103,1299,770
61,20051214_40456_0100_PP.tif,2240,1488,103,1299,791
62,20051214_40596_0100_PP.tif,2240,1488,103,1302,800
63,20051214_40767_0100_PP.tif,2240,1488,103,1305,797
64,20051214_40912_0100_PP.tif,2240,1488,103,1296,779
65,20051214_41055_0100_PP.tif,2240,1488,103,1299,788
66,20051214_41358_0100_PP.tif,2240,1488,103,1296,788
67,20051214_41490_0100_PP.tif,2240,1488,103,1338,782
68,20051214_42133_0100_PP.tif,2240,1488,103,990,785
69,20051214_42323_0100_PP.tif,2240,1488,103,963,782
70,20051214_50812_0100_PP.tif,2240,1488,103,1284,797
71,20051214_50933_0100_PP.tif,2240,1488,103,1299,794
72,20051214_51071_0100_PP.tif,2240,1488,103,1290,776
73,20051214_51211_0100_PP.tif,2240,1488,103,1287,791
74,20051214_51342_0100_PP.tif,2240,1488,103,1299,788
75,20051214_51469_0100_PP.tif,2240,1488,103,1290,776
76,20051214_51609_0100_PP.tif,2240,1488,103,1161,806
77,20051214_51733_0100_PP.tif,2240,1488,103,1293,773
78,20051214_51840_0100_PP.tif,2240,1488,103,1296,788
79,20051214_52204_0100_PP.tif,2240,1488,103,1158,728
80,20051214_52349_0100_PP.tif,2240,1488,103,1272,818
81,20051214_52611_0100_PP.tif,2240,1488,103,987,803
82,20051214_52707_0100_PP.tif,2240,1488,103,1293,788
83,20051214_56169_0100_PP.tif,2240,1488,103,990,797
84,20051214_56269_0100_PP.tif,2240,1488,103,1302,761
85,20051214_56438_0100_PP.tif,2240,1488,103,1053,815
86,20051214_56565_0100_PP.tif,2240,1488,103,1293,791
87,20051214_56688_0100_PP.tif,2240,1488,103,1299,776
88,20051214_56971_0100_PP.tif,2240,1488,103,1326,800
89,20051214_57154_0100_PP.tif,2240,1488,103,1299,770
90,20051214_57260_0100_PP.tif,2240,1488,103,1302,782
91,20051214_57404_0100_PP.tif,2240,1488,103,1302,788
92,20051214_57817_0100_PP.tif,2240,1488,103,1293,776
93,20060522_43643_0100_PP.tif,2240,1488,103,969,791
94,20060522_45069_0100_PP.tif,2240,1488,103,1302,791
95,20060522_45212_0100_PP.tif,2240,1488,103,972,779
96,20060522_45402_0100_PP.tif,2240,1488,103,990,791
97,20060522_45541_0100_PP.tif,2240,1488,103,984,791
98,20060522_45691_0100_PP.tif,2240,1488,103,993,800
99,20060522_45777_0100_PP.tif,2240,1488,103,978,791
100,20060522_45853_0100_PP.tif,2240,1488,103,1017,806
101,20060522_45935_0100_PP.tif,2240,1488,103,999,776
102,20060522_46104_0100_PP.tif,2240,1488,103,1005,770
103,20060522_46266_0100_PP.tif,2240,1488,103,1002,779
104,20060522_46400_0100_PP.tif,2240,1488,103,1293,785
105,20060523_42953_0100_PP.tif,2240,1488,103,1317,779
106,20060523_43038_0100_PP.tif,2240,1488,103,1302,782
107,20060523_43123_0100_PP.tif,2240,1488,103,1275,779
108,20060523_43196_0100_PP.tif,2240,1488,103,1293,773
109,20060523_43267_0100_PP.tif,2240,1488,103,1296,791
110,20060523_43354_0100_PP.tif,2240,1488,103,1263,791
111,20060523_45300_0100_PP.tif,2240,1488,103,996,800
112,20060523_45369_0100_PP.tif,2240,1488,103,1152,758
113,20060523_45449_0100_PP.tif,2240,1488,103,990,803
114,20060523_45524_0100_PP.tif,2240,1488,103,1077,557
115,20060523_45662_0100_PP.tif,2240,1488,103,975,782
116,20060523_45787_0100_PP.tif,2240,1488,103,996,800
117,20060523_47987_0100_PP.tif,2240,1488,103,960,776
118,20060523_48028_0100_PP.tif,2240,1488,103,1173,746
119,20060523_48136_0100_PP.tif,2240,1488,103,957,770
120,20060523_48182_0100_PP.tif,2240,1488,103,987,785
121,20060523_48357_0100_PP.tif,2240,1488,103,963,794
122,20060523_48425_0100_PP.tif,2240,1488,103,1296,779
123,20060523_48499_0100_PP.tif,2240,1488,103,1299,773
124,20060523_48591_0100_PP.tif,2240,1488,103,1302,776
125,20060523_48659_0100_PP.tif,2240,1488,103,1293,770
126,20060523_48728_0100_PP.tif,2240,1488,103,1308,767
127,20060523_48816_0100_PP.tif,2240,1488,103,1284,782
128,20060523_48931_0100_PP.tif,2240,1488,103,1299,797
129,20060523_49010_0100_PP.tif,2240,1488,103,1314,791
130,20060523_49120_0100_PP.tif,2240,1488,103,1305,785
131,20060523_49191_0100_PP.tif,2240,1488,103,1305,773
132,20060523_49288_0100_PP.tif,2240,1488,103,1299,770
133,20060523_49515_0100_PP.tif,2240,1488,103,1140,869
134,20060523_49591_0100_PP.tif,2240,1488,103,1302,788
135,20060523_49681_0100_PP.tif,2240,1488,103,1308,788
136,20060523_49745_0100_PP.tif,2240,1488,103,1293,785
137,20060523_49859_0100_PP.tif,2240,1488,103,981,788
138,20060523_49928_0100_PP.tif,2240,1488,103,1125,851
139,20060523_50003_0100_PP.tif,2240,1488,103,981,779
140,20060523_50135_0100_PP.tif,2240,1488,103,978,788
141,20060523_50234_0100_PP.tif,2240,1488,103,1131,749
142,20060523_50325_0100_PP.tif,2240,1488,103,978,788
143,20060523_50392_0100_PP.tif,2240,1488,103,987,788
144,20060523_50489_0100_PP.tif,2240,1488,103,1290,782
145,20060523_50556_0100_PP.tif,2240,1488,103,1293,788
146,20060523_50631_0100_PP.tif,2240,1488,103,1296,785
147,20060523_50730_0100_PP.tif,2240,1488,103,1293,788
148,20060523_50806_0100_PP.tif,2240,1488,103,1284,767
149,20060529_56039_0100_PP.tif,2240,1488,103,1296,782
150,20060529_56338_0100_PP.tif,2240,1488,103,1323,803
151,20060529_56442_0100_PP.tif,2240,1488,103,1305,785
152,20060529_56592_0100_PP.tif,2240,1488,103,1311,791
153,20060529_56730_0100_PP.tif,2240,1488,103,1305,791
154,20060529_56853_0100_PP.tif,2240,1488,103,1317,785
155,20060529_56968_0100_PP.tif,2240,1488,103,1311,779
156,20060529_57063_0100_PP.tif,2240,1488,103,1299,773
157,20060529_57174_0100_PP.tif,2240,1488,103,1302,791
158,20060529_57287_0100_PP.tif,2240,1488,103,1299,785
159,20060529_57447_0100_PP.tif,2240,1488,103,1287,782
160,20060530_36860_0100_PP.tif,2240,1488,103,960,791
161,20060530_51254_0100_PP.tif,2240,1488,103,981,776
162,20060530_51377_0100_PP.tif,2240,1488,103,981,779
163,20060530_52988_0100_PP.tif,2240,1488,103,996,797
164,20060530_53062_0100_PP.tif,2240,1488,103,1314,785
165,20060530_53152_0100_PP.tif,2240,1488,103,1302,788
166,20060530_53271_0100_PP.tif,2240,1488,103,1305,785
167,20060530_53455_0100_PP.tif,2240,1488,103,1272,767
168,20060530_53540_0100_PP.tif,2240,1488,103,1278,770
169,20060530_53617_0100_PP.tif,2240,1488,103,1305,791
170,20060530_53761_0100_PP.tif,2240,1488,103,1293,773
171,20060530_53836_0100_PP.tif,2240,1488,103,1320,791
172,20060530_53954_0100_PP.tif,2240,1488,103,1326,788
173,20060530_54030_0100_PP.tif,2240,1488,103,1305,773
174,20060530_54117_0100_PP.tif,2240,1488,103,1302,785
175,20060530_54242_0100_PP.tif,2240,1488,103,1020,1010
176,20060530_54332_0100_PP.tif,2240,1488,103,1308,773
177,20060530_54529_0100_PP.tif,2240,1488,103,1119,839
178,20060530_54632_0100_PP.tif,2240,1488,103,975,776
179,20060530_54718_0100_PP.tif,2240,1488,103,984,776
180,20060530_55203_0100_PP.tif,2240,1488,103,1086,893
181,20060530_55370_0100_PP.tif,2240,1488,103,975,776
182,20060530_55451_0100_PP.tif,2240,1488,103,963,791
183,20060530_55628_0100_PP.tif,2240,1488,103,1287,773
184,20060530_55746_0100_PP.tif,2240,1488,103,1308,785
185,20060530_55837_0100_PP.tif,2240,1488,103,1317,782
186,20051216_43913_0200_PP.tif,1440,960,68,828,522
187,20051216_44092_0200_PP.tif,1440,960,68,780,673
188,20051216_44252_0200_PP.tif,1440,960,68,822,526
189,20051216_44420_0200_PP.tif,1440,960,68,826,532
190,20051216_44660_0200_PP.tif,1440,960,68,822,526
191,20051216_44832_0200_PP.tif,1440,960,68,820,519
192,20051216_44961_0200_PP.tif,1440,960,68,822,516
193,20051216_45100_0200_PP.tif,1440,960,68,820,523
194,20051216_45375_0200_PP.tif,1440,960,68,825,513
195,20051216_45499_0200_PP.tif,1440,960,68,828,522
196,20051216_45619_0200_PP.tif,1440,960,68,817,523
197,20051216_45781_0200_PP.tif,1440,960,68,828,510
198,20051216_45899_0200_PP.tif,1440,960,68,819,520
199,20051216_46018_0200_PP.tif,1440,960,68,813,517
200,20051216_46183_0200_PP.tif,1440,960,68,829,525
201,20051216_46660_0200_PP.tif,1440,960,68,822,520
202,20051216_46847_0200_PP.tif,1440,960,68,796,510
203,20051216_47420_0200_PP.tif,1440,960,68,834,514
204,20051216_47536_0200_PP.tif,1440,960,68,823,525
205,20051216_47703_0200_PP.tif,1440,960,68,831,520
206,20060407_38711_0200_PP.tif,1440,960,68,612,525
207,20060407_39155_0200_PP.tif,1440,960,68,604,529
208,20060407_39306_0200_PP.tif,1440,960,68,609,535
209,20060407_39402_0200_PP.tif,1440,960,68,598,523
210,20060407_39546_0200_PP.tif,1440,960,68,622,516
211,20060407_39667_0200_PP.tif,1440,960,68,613,525
212,20060407_39761_0200_PP.tif,1440,960,68,618,529
213,20060407_40582_0200_PP.tif,1440,960,68,621,526
214,20060407_40740_0200_PP.tif,1440,960,68,619,523
215,20060407_40937_0200_PP.tif,1440,960,68,621,531
216,20060407_41149_0200_PP.tif,1440,960,68,610,528
217,20060407_41312_0200_PP.tif,1440,960,68,606,525
218,20060407_41809_0200_PP.tif,1440,960,68,624,528
219,20060407_41937_0200_PP.tif,1440,960,68,612,531
220,20060407_42099_0200_PP.tif,1440,960,68,619,517
221,20060407_42290_0200_PP.tif,1440,960,68,609,532
222,20060407_43223_0200_PP.tif,1440,960,68,613,537
223,20060407_43436_0200_PP.tif,1440,960,68,609,516
224,20060407_43594_0200_PP.tif,1440,960,68,615,525
225,20060407_43726_0200_PP.tif,1440,960,68,580,532
226,20060407_43856_0200_PP.tif,1440,960,68,817,516
227,20060407_44061_0200_PP.tif,1440,960,68,828,520
228,20060407_44192_0200_PP.tif,1440,960,68,822,508
229,20060407_44304_0200_PP.tif,1440,960,68,826,525
230,20060407_44422_0200_PP.tif,1440,960,68,817,516
231,20060407_44529_0200_PP.tif,1440,960,68,808,513
232,20060407_44636_0200_PP.tif,1440,960,68,823,517
233,20060407_44766_0200_PP.tif,1440,960,68,820,526
234,20060407_44889_0200_PP.tif,1440,960,68,814,516
235,20060407_45107_0200_PP.tif,1440,960,68,823,519
236,20060407_45247_0200_PP.tif,1440,960,68,819,517
237,20060407_45379_0200_PP.tif,1440,960,68,822,517
238,20060407_45494_0200_PP.tif,1440,960,68,822,525
239,20060407_45611_0200_PP.tif,1440,960,68,828,519
240,20060407_45737_0200_PP.tif,1440,960,68,829,514
241,20060407_45852_0200_PP.tif,1440,960,68,823,523
242,20060407_45949_0200_PP.tif,1440,960,68,814,522
243,20060407_46070_0200_PP.tif,1440,960,68,823,520
244,20060407_46257_0200_PP.tif,1440,960,68,820,514
245,20060407_46422_0200_PP.tif,1440,960,68,823,520
246,20060410_39075_0200_PP.tif,1440,960,68,820,519
247,20060410_39229_0200_PP.tif,1440,960,68,826,525
248,20060410_39355_0200_PP.tif,1440,960,68,802,514
249,20060410_39500_0200_PP.tif,1440,960,68,805,511
250,20060410_39606_0200_PP.tif,1440,960,68,682,493
251,20060410_39726_0200_PP.tif,1440,960,68,817,480
252,20060410_39879_0200_PP.tif,1440,960,68,828,523
253,20060410_39994_0200_PP.tif,1440,960,68,838,540
254,20060410_40165_0200_PP.tif,1440,960,68,814,514
255,20060410_40274_0200_PP.tif,1440,960,68,823,511
256,20060410_40403_0200_PP.tif,1440,960,68,744,486
257,20060410_40499_0200_PP.tif,1440,960,68,810,520
258,20060410_40633_0200_PP.tif,1440,960,68,822,522
259,20060410_40846_0200_PP.tif,1440,960,68,825,517
260,20060410_40979_0200_PP.tif,1440,960,68,820,513
261,20060410_41098_0200_PP.tif,1440,960,68,840,519
262,20060410_41209_0200_PP.tif,1440,960,68,826,523
263,20060410_41356_0200_PP.tif,1440,960,68,819,523
264,20060410_41626_0200_PP.tif,1440,960,68,823,522
265,20060410_41767_0200_PP.tif,1440,960,68,817,528
266,20060410_41901_0200_PP.tif,1440,960,68,825,523
267,20060410_43698_0200_PP.tif,1440,960,68,832,514
268,20060410_43868_0200_PP.tif,1440,960,68,823,531
269,20060410_43979_0200_PP.tif,1440,960,68,820,511
270,20060410_44124_0200_PP.tif,1440,960,68,817,526
271,20060410_44248_0200_PP.tif,1440,960,68,814,528
272,20060410_44364_0200_PP.tif,1440,960,68,828,519
273,20060410_44504_0200_PP.tif,1440,960,68,816,519
274,20060410_44623_0200_PP.tif,1440,960,68,817,516
275,20060410_44953_0200_PP.tif,1440,960,68,825,526
276,20060410_45188_0200_PP.tif,1440,960,68,825,522
277,20060410_46893_0200_PP.tif,1440,960,68,829,522
278,20060410_47042_0200_PP.tif,1440,960,68,822,525
279,20060410_47186_0200_PP.tif,1440,960,68,889,517
280,20060410_47351_0200_PP.tif,1440,960,68,835,513
281,20060411_51985_0200_PP.tif,1440,960,68,828,522
282,20060411_57879_0200_PP.tif,1440,960,68,849,522
283,20060411_57986_0200_PP.tif,1440,960,68,807,528
284,20060411_58071_0200_PP.tif,1440,960,68,832,514
285,20060411_58155_0200_PP.tif,1440,960,68,828,517
286,20060411_58238_0200_PP.tif,1440,960,68,829,519
287,20060411_58328_0200_PP.tif,1440,960,68,828,516
288,20060411_58413_0200_PP.tif,1440,960,68,811,510
289,20060411_58494_0200_PP.tif,1440,960,68,822,514
290,20060411_58644_0200_PP.tif,1440,960,68,811,535
291,20060411_58736_0200_PP.tif,1440,960,68,817,520
292,20060411_58829_0200_PP.tif,1440,960,68,825,507
293,20060411_58913_0200_PP.tif,1440,960,68,822,507
294,20060411_58993_0200_PP.tif,1440,960,68,816,516
295,20060411_59176_0200_PP.tif,1440,960,68,619,531
296,20060411_59549_0200_PP.tif,1440,960,68,600,525
297,20060411_59638_0200_PP.tif,1440,960,68,603,514
298,20060411_59728_0200_PP.tif,1440,960,68,615,532
299,20060411_59859_0200_PP.tif,1440,960,68,811,511
300,20060411_59941_0200_PP.tif,1440,960,68,829,523
301,20060411_60028_0200_PP.tif,1440,960,68,822,517
302,20060411_60283_0200_PP.tif,1440,960,68,825,523
303,20060411_60368_0200_PP.tif,1440,960,68,823,520
304,20060411_60446_0200_PP.tif,1440,960,68,831,523
305,20060411_60533_0200_PP.tif,1440,960,68,825,528
306,20060411_61060_0200_PP.tif,1440,960,68,816,525
307,20060411_61214_0200_PP.tif,1440,960,68,823,513
308,20060411_61419_0200_PP.tif,1440,960,68,826,520
309,20060411_61494_0200_PP.tif,1440,960,68,817,519
310,20060411_61564_0200_PP.tif,1440,960,68,813,516
311,20060411_61641_0200_PP.tif,1440,960,68,820,520
312,20060411_61702_0200_PP.tif,1440,960,68,822,514
313,20060411_61808_0200_PP.tif,1440,960,68,816,520
314,20060411_61901_0200_PP.tif,1440,960,68,834,511
315,20060411_61979_0200_PP.tif,1440,960,68,831,522
316,20060411_62058_0200_PP.tif,1440,960,68,834,526
317,20060411_62162_0200_PP.tif,1440,960,68,811,513
318,20060411_62250_0200_PP.tif,1440,960,68,811,523
319,20060411_62319_0200_PP.tif,1440,960,68,819,523
320,20060411_62390_0200_PP.tif,1440,960,68,826,511
321,20060412_51677_0200_PP.tif,1440,960,68,667,478
322,20060412_51775_0200_PP.tif,1440,960,68,835,523
323,20060412_51860_0200_PP.tif,1440,960,68,775,507
324,20060412_51952_0200_PP.tif,1440,960,68,820,525
325,20060412_52038_0200_PP.tif,1440,960,68,819,526
326,20060412_52122_0200_PP.tif,1440,960,68,814,528
327,20060412_52194_0200_PP.tif,1440,960,68,823,508
328,20060412_52271_0200_PP.tif,1440,960,68,829,517
329,20060412_52371_0200_PP.tif,1440,960,68,823,513
330,20060412_52446_0200_PP.tif,1440,960,68,820,516
331,20060412_52587_0200_PP.tif,1440,960,68,616,517
332,20060412_52668_0200_PP.tif,1440,960,68,594,525
333,20060412_52758_0200_PP.tif,1440,960,68,618,508
334,20060412_52840_0200_PP.tif,1440,960,68,621,541
335,20060412_52910_0200_PP.tif,1440,960,68,664,529
336,20060412_52978_0200_PP.tif,1440,960,68,615,526
337,20060412_53045_0200_PP.tif,1440,960,68,661,501
338,20060412_57680_0200_PP.tif,1440,960,68,769,523
339,20060412_57874_0200_PP.tif,1440,960,68,724,559
340,20060412_57974_0200_PP.tif,1440,960,68,828,525
341,20060412_58054_0200_PP.tif,1440,960,68,843,513
342,20060412_58171_0200_PP.tif,1440,960,68,822,526
343,20060412_58314_0200_PP.tif,1440,960,68,829,514
344,20060412_58387_0200_PP.tif,1440,960,68,829,516
345,20060412_58497_0200_PP.tif,1440,960,68,832,525
346,20060412_58563_0200_PP.tif,1440,960,68,829,504
347,20060412_58668_0200_PP.tif,1440,960,68,741,546
348,20060412_58747_0200_PP.tif,1440,960,68,825,519
349,20060412_58819_0200_PP.tif,1440,960,68,820,517
350,20060412_58945_0200_PP.tif,1440,960,68,631,555
351,20060412_59012_0200_PP.tif,1440,960,68,619,523
352,20060412_59100_0200_PP.tif,1440,960,68,607,516
353,20060412_59175_0200_PP.tif,1440,960,68,607,522
354,20060412_59242_0200_PP.tif,1440,960,68,613,519
355,20060412_59338_0200_PP.tif,1440,960,68,606,508
356,20060412_59400_0200_PP.tif,1440,960,68,609,508
357,20060412_59636_0200_PP.tif,1440,960,68,657,552
358,20060412_59717_0200_PP.tif,1440,960,68,651,534
359,20060412_60337_0200_PP.tif,1440,960,68,603,525
360,20060412_60454_0200_PP.tif,1440,960,68,603,540
361,20060412_60545_0200_PP.tif,1440,960,68,604,523
362,20060412_60751_0200_PP.tif,1440,960,68,601,510
363,20060412_60825_0200_PP.tif,1440,960,68,613,528
364,20060412_60895_0200_PP.tif,1440,960,68,730,637
365,20060412_61000_0200_PP.tif,1440,960,68,828,510
366,20060412_61081_0200_PP.tif,1440,960,68,817,516
367,20060412_61169_0200_PP.tif,1440,960,68,811,517
368,20060412_61251_0200_PP.tif,1440,960,68,826,525
369,20060412_61316_0200_PP.tif,1440,960,68,835,504
370,20060412_61383_0200_PP.tif,1440,960,68,834,525
371,20060412_61450_0200_PP.tif,1440,960,68,838,529
372,20060412_61525_0200_PP.tif,1440,960,68,825,516
373,20060412_61615_0200_PP.tif,1440,960,68,822,523
374,20060412_61681_0200_PP.tif,1440,960,68,829,517
375,20060412_61808_0200_PP.tif,1440,960,68,825,519
376,20060412_62960_0200_PP.tif,1440,960,68,840,519
377,20060412_63032_0200_PP.tif,1440,960,68,813,507
378,20060412_63104_0200_PP.tif,1440,960,68,820,502
379,20051109_57843_0400_PP.tif,1440,960,68,670,522
380,20051109_59751_0400_PP.tif,1440,960,68,674,490
381,20051109_59969_0400_PP.tif,1440,960,68,642,508
382,20051109_60136_0400_PP.tif,1440,960,68,638,508
383,20051110_34013_0400_PP.tif,1440,960,68,640,506
384,20051110_34493_0400_PP.tif,1440,960,68,626,508
385,20051110_35279_0400_PP.tif,1440,960,68,860,502
386,20051110_35926_0400_PP.tif,1440,960,68,864,514
387,20051110_38111_0400_PP.tif,1440,960,68,862,506
388,20051110_38194_0400_PP.tif,1440,960,68,848,502
389,20051110_38280_0400_PP.tif,1440,960,68,744,552
390,20051110_38352_0400_PP.tif,1440,960,68,856,500
391,20051110_38411_0400_PP.tif,1440,960,68,858,494
392,20051110_38472_0400_PP.tif,1440,960,68,632,500
393,20051110_38644_0400_PP.tif,1440,960,68,716,520
394,20051116_43388_0400_PP.tif,1440,960,68,644,506
395,20051116_43679_0400_PP.tif,1440,960,68,650,512
396,20051116_43721_0400_PP.tif,1440,960,68,854,502
397,20051116_43801_0400_PP.tif,1440,960,68,852,498
398,20051116_43995_0400_PP.tif,1440,960,68,846,512
399,20051116_44051_0400_PP.tif,1440,960,68,736,536
400,20051116_44083_0400_PP.tif,1440,960,68,844,512
401,20051116_44482_0400_PP.tif,2304,1536,109,1517,1085
402,20051116_44615_0400_PP.tif,2304,1536,109,1163,878
403,20051116_44690_0400_PP.tif,2304,1536,109,1034,803
404,20051116_44750_0400_PP.tif,2304,1536,109,1346,812
405,20051116_44804_0400_PP.tif,2304,1536,109,1361,821
406,20051116_54343_0400_PP.tif,1440,960,68,638,504
407,20051116_54454_0400_PP.tif,1440,960,68,838,496
408,20051116_54587_0400_PP.tif,1440,960,68,858,494
409,20051116_54663_0400_PP.tif,1440,960,68,748,576
410,20051116_54825_0400_PP.tif,1440,960,68,652,502
411,20051116_54839_0400_PP.tif,1440,960,68,640,504
412,20051116_55573_0400_PP.tif,2304,1536,109,1028,827
413,20051116_55617_0400_PP.tif,2304,1536,109,1361,812
414,20051116_55649_0400_PP.tif,2304,1536,109,1022,824
415,20051116_58804_0400_PP.tif,1440,960,68,852,502
416,20051116_58835_0400_PP.tif,1440,960,68,848,504
417,20051116_58864_0400_PP.tif,1440,960,68,858,504
418,20051116_59150_0400_PP.tif,2304,1536,109,1124,818
419,20051117_37185_0400_PP.tif,1440,960,68,644,506
420,20051117_37232_0400_PP.tif,1440,960,68,638,504
421,20051130_53586_0400_PP.tif,1440,960,68,832,514
422,20051117_37051_0400_PP.tif,1440,960,68,746,602
423,20051117_37100_0400_PP.tif,1440,960,68,850,498
424,20051130_53623_0400_PP.tif,1440,960,68,840,510
425,20051130_53991_0400_PP.tif,1440,960,68,648,514
426,20051130_54077_0400_PP.tif,1440,960,68,634,508
427,20051130_54257_0400_PP.tif,1440,960,68,638,514
428,20051130_54323_0400_PP.tif,1440,960,68,852,498
429,20051130_54364_0400_PP.tif,1440,960,68,632,500
430,20051130_54476_0400_PP.tif,1440,960,68,648,514
431,20051130_54595_0400_PP.tif,1440,960,68,712,524
432,20051130_54802_0400_PP.tif,1440,960,68,638,512
433,20051130_54943_0400_PP.tif,1440,960,68,846,512
434,20051130_55004_0400_PP.tif,1440,960,68,630,514
435,20051130_55037_0400_PP.tif,1440,960,68,648,514
436,20051130_55074_0400_PP.tif,1440,960,68,652,516
437,20051130_55107_0400_PP.tif,1440,960,68,636,514
438,20051130_55160_0400_PP.tif,1440,960,68,640,510
439,20051130_55311_0400_PP.tif,1440,960,68,794,494
440,20051130_55381_0400_PP.tif,1440,960,68,632,512
441,20051130_58716_0400_PP.tif,2304,1536,109,1007,827
442,20051130_58874_0400_PP.tif,2304,1536,109,1001,809
443,20051130_58921_0400_PP.tif,2304,1536,109,1091,818
444,20051130_58998_0400_PP.tif,2304,1536,109,1004,824
445,20051130_59092_0400_PP.tif,2304,1536,109,1241,902
446,20051130_59284_0400_PP.tif,2304,1536,109,1355,827
447,20051130_59404_0400_PP.tif,2304,1536,109,1349,806
448,20051130_59457_0400_PP.tif,2304,1536,109,1067,806
449,20051130_59749_0400_PP.tif,2304,1536,109,1283,839
450,20051130_59793_0400_PP.tif,2304,1536,109,1025,830
451,20051130_59825_0400_PP.tif,2304,1536,109,995,812
452,20051130_59869_0400_PP.tif,2304,1536,109,1340,809
453,20051130_59930_0400_PP.tif,2304,1536,109,1196,857
454,20051130_59993_0400_PP.tif,2304,1536,109,1355,818
455,20051130_60066_0400_PP.tif,2304,1536,109,1355,830
456,20051130_60186_0400_PP.tif,2304,1536,109,1019,815
457,20051130_60448_0400_PP.tif,2304,1536,109,1013,830
458,20051130_60532_0400_PP.tif,2304,1536,109,992,824
459,20051130_60585_0400_PP.tif,2304,1536,109,1022,833
460,20051130_60630_0400_PP.tif,2304,1536,109,1352,800
461,20051130_60691_0400_PP.tif,2304,1536,109,1013,836
462,20051130_60740_0400_PP.tif,2304,1536,109,989,797
463,20051130_60794_0400_PP.tif,2304,1536,109,1025,821
464,20051201_37312_0400_PP.tif,2304,1536,109,992,815
465,20051201_37362_0400_PP.tif,2304,1536,109,1352,812
466,20051201_37390_0400_PP.tif,2304,1536,109,1361,818
467,20051201_37462_0400_PP.tif,2304,1536,109,1337,833
