,name,real_x,real_y,R,label_x,label_y
74,20051205_59858_0400_PP.tif,2304,1536,109,1328,839
75,20051116_58835_0400_PP.tif,1440,960,68,848,504
76,20060412_52194_0200_PP.tif,1440,960,68,823,508
77,20060530_53522_0100_PP.tif,2240,1488,103,1029,797
78,20051207_62252_0400_PP.tif,2304,1536,109,1340,821
79,20051020_64388_0100_PP.tif,2240,1488,103,1290,809
80,20060410_39355_0200_PP.tif,1440,960,68,802,514
81,20060530_53421_0100_PP.tif,2240,1488,103,1002,785
82,20060407_44422_0200_PP.tif,1440,960,68,817,516
83,20051207_62275_0400_PP.tif,2304,1536,109,1007,824
84,20060410_45167_0200_PP.tif,1440,960,68,595,522
85,20051021_39661_0100_PP.tif,2240,1488,103,972,800
86,20060411_61402_0200_PP.tif,1440,960,68,612,529
87,20051202_41143_0400_PP.tif,1440,960,68,850,500
88,20060410_40481_0200_PP.tif,1440,960,68,607,531
89,20051216_45478_0200_PP.tif,1440,960,68,607,525
90,20051201_38291_0400_PP.tif,2304,1536,109,1169,947
91,20051216_44252_0200_PP.tif,1440,960,68,822,526
92,20060407_41809_0200_PP.tif,1440,960,68,624,528
93,20051130_59930_0400_PP.tif,2304,1536,109,1196,857
94,20060530_55180_0100_PP.tif,2240,1488,103,990,782
95,20051020_58276_0100_PP.tif,2240,1488,103,1311,779
96,20060407_39328_0200_PP.tif,1440,960,68,816,528
97,20051208_42552_0400_PP.tif,2304,1536,109,1232,728
98,20051205_58010_0400_PP.tif,2304,1536,109,1352,812
99,20060411_59549_0200_PP.tif,1440,960,68,600,525
100,20051202_54576_0400_PP.tif,1440,960,68,728,542
101,20051214_52707_0100_PP.tif,2240,1488,103,1293,788
102,20051202_48393_0400_PP.tif,1440,960,68,638,488
103,20051020_62802_0100_PP.tif,2240,1488,103,1077,689
104,20051205_57548_0400_PP.tif,2304,1536,109,1355,827
105,20060412_61790_0200_PP.tif,1440,960,68,616,523
106,20060522_46104_0100_PP.tif,2240,1488,103,1005,770
107,20060407_45834_0200_PP.tif,1440,960,68,612,528
108,20051214_41429_0100_PP.tif,2240,1488,103,981,785
109,20051201_37382_0400_PP.tif,2304,1536,109,1025,818
110,20051208_39532_0400_PP.tif,2304,1536,109,1340,821
111,20051201_38537_0400_PP.tif,2304,1536,109,1370,821
112,20051214_40912_0100_PP.tif,2240,1488,103,1296,779
113,20051214_40994_0100_PP.tif,2240,1488,103,984,800
114,20060523_48816_0100_PP.tif,2240,1488,103,1284,782
115,20060529_56442_0100_PP.tif,2240,1488,103,1305,785
116,20051130_59284_0400_PP.tif,2304,1536,109,1355,827
117,20060530_53816_0100_PP.tif,2240,1488,103,972,788
118,20060411_60446_0200_PP.tif,1440,960,68,831,523
119,20051021_40074_0100_PP.tif,2240,1488,103,1302,782
120,20060411_62250_0200_PP.tif,1440,960,68,811,523
121,20051202_55607_0400_PP.tif,1440,960,68,838,498
122,20060412_61064_0200_PP.tif,1440,960,68,615,528
123,20051202_48264_0400_PP.tif,1440,960,68,638,514
124,20060523_47987_0100_PP.tif,2240,1488,103,960,776
125,20060410_39606_0200_PP.tif,1440,960,68,682,493
126,20060410_41209_0200_PP.tif,1440,960,68,826,523
127,20051202_48310_0400_PP.tif,1440,960,68,854,504
128,20051116_54642_0400_PP.tif,1440,960,68,714,530
129,20060523_45369_0100_PP.tif,2240,1488,103,1152,758
130,20051109_60136_0400_PP.tif,1440,960,68,638,508
131,20060407_42308_0200_PP.tif,1440,960,68,708,525
132,20051116_44750_0400_PP.tif,2304,1536,109,1346,812
133,20051020_62337_0100_PP.tif,2240,1488,103,987,785
134,20051213_62437_0100_PP.tif,2240,1488,103,1266,773
135,20051130_59993_0400_PP.tif,2304,1536,109,1355,818
136,20051216_46827_0200_PP.tif,1440,960,68,616,523
137,20060522_45212_0100_PP.tif,2240,1488,103,972,779
138,20051130_54498_0400_PP.tif,1440,960,68,852,504
139,20051110_34071_0400_PP.tif,1440,960,68,832,488
140,20051205_57799_0400_PP.tif,2304,1536,109,1364,821
141,20060411_60368_0200_PP.tif,1440,960,68,823,520
142,20060411_59087_0200_PP.tif,1440,960,68,819,528
143,20060530_51279_0100_PP.tif,2240,1488,103,1311,785
144,20060407_42099_0200_PP.tif,1440,960,68,619,517
145,20051216_44961_0200_PP.tif,1440,960,68,822,516
146,20060407_39435_0200_PP.tif,1440,960,68,820,520
147,20051216_47514_0200_PP.tif,1440,960,68,615,532
148,20060407_39402_0200_PP.tif,1440,960,68,598,523
149,20051205_57838_0400_PP.tif,2304,1536,109,1022,821
150,20051116_54692_0400_PP.tif,1440,960,68,858,494
151,20060407_41330_0200_PP.tif,1440,960,68,822,525
152,20051116_54825_0400_PP.tif,1440,960,68,652,502
153,20051208_42546_0400_PP.tif,2304,1536,109,1007,812
154,20060412_59100_0200_PP.tif,1440,960,68,607,516
155,20060530_55390_0100_PP.tif,2240,1488,103,1299,779
156,20060411_58392_0200_PP.tif,1440,960,68,682,510
157,20051202_54611_0400_PP.tif,1440,960,68,648,500
158,20051021_57798_0100_PP.tif,2240,1488,103,1122,752
159,20060523_50616_0100_PP.tif,2240,1488,103,984,788
160,20060411_59919_0200_PP.tif,1440,960,68,607,532
161,20051130_54333_0400_PP.tif,1440,960,68,636,506
162,20060411_51958_0200_PP.tif,1440,960,68,627,528
163,20051213_62046_0100_PP.tif,2240,1488,103,987,797
164,20060412_52038_0200_PP.tif,1440,960,68,819,526
165,20051205_32981_0400_PP.tif,1440,960,68,846,504
166,20051130_54121_0400_PP.tif,1440,960,68,750,540
167,20051212_36605_0400_PP.tif,2304,1536,109,1019,824
168,20051130_59457_0400_PP.tif,2304,1536,109,1067,806
169,20051130_60066_0400_PP.tif,2304,1536,109,1355,830
170,20060412_52174_0200_PP.tif,1440,960,68,591,517
171,20051116_44083_0400_PP.tif,1440,960,68,844,512
172,20051130_60630_0400_PP.tif,2304,1536,109,1352,800
173,20051213_62251_0100_PP.tif,2240,1488,103,993,800
174,20060523_48357_0100_PP.tif,2240,1488,103,963,794
175,20051202_55498_0400_PP.tif,1440,960,68,622,516
176,20060410_44106_0200_PP.tif,1440,960,68,613,537
177,20051116_55643_0400_PP.tif,2304,1536,109,1337,812
178,20060407_43618_0200_PP.tif,1440,960,68,826,519
179,20051021_51994_0100_PP.tif,2240,1488,103,1305,791
180,20051110_38156_0400_PP.tif,1440,960,68,638,506
181,20051205_35276_0400_PP.tif,1440,960,68,646,516
182,20051207_54614_0400_PP.tif,1440,960,68,638,504
183,20060529_56420_0100_PP.tif,2240,1488,103,990,803
184,20051130_53623_0400_PP.tif,1440,960,68,840,510
185,20060410_41901_0200_PP.tif,1440,960,68,825,523
186,20060410_41191_0200_PP.tif,1440,960,68,625,520
187,20060410_39476_0200_PP.tif,1440,960,68,612,514
188,20060411_58913_0200_PP.tif,1440,960,68,822,507
189,20051130_60040_0400_PP.tif,2304,1536,109,1025,809
190,20051116_43721_0400_PP.tif,1440,960,68,854,502
191,20051020_63337_0100_PP.tif,2240,1488,103,1287,809
192,20051208_39297_0400_PP.tif,2304,1536,109,1004,815
193,20051109_59969_0400_PP.tif,1440,960,68,642,508
194,20060407_45247_0200_PP.tif,1440,960,68,819,517
195,20051110_37992_0400_PP.tif,1440,960,68,636,508
196,20051214_57125_0100_PP.tif,2240,1488,103,978,779
197,20060412_52351_0200_PP.tif,1440,960,68,604,537
198,20060411_58413_0200_PP.tif,1440,960,68,811,510
199,20060523_45300_0100_PP.tif,2240,1488,103,996,800
200,20060412_51677_0200_PP.tif,1440,960,68,667,478
201,20051130_55160_0400_PP.tif,1440,960,68,640,510
202,20051201_38262_0400_PP.tif,2304,1536,109,1025,830
203,20060410_47351_0200_PP.tif,1440,960,68,835,513
204,20060523_48890_0100_PP.tif,2240,1488,103,978,791
205,20060411_57962_0200_PP.tif,1440,960,68,612,526
206,20051214_50895_0100_PP.tif,2240,1488,103,993,797
207,20060523_48572_0100_PP.tif,2240,1488,103,987,779
208,20051021_40377_0100_PP.tif,2240,1488,103,987,794
209,20051109_59864_0400_PP.tif,1440,960,68,860,496
210,20060522_45069_0100_PP.tif,2240,1488,103,1302,791
211,20051110_35926_0400_PP.tif,1440,960,68,864,514
212,20060412_61665_0200_PP.tif,1440,960,68,612,525
213,20051205_57780_0400_PP.tif,2304,1536,109,1346,818
214,20060523_49449_0100_PP.tif,2240,1488,103,978,782
215,20060530_55451_0100_PP.tif,2240,1488,103,963,791
216,20051110_38352_0400_PP.tif,1440,960,68,856,500
217,20051202_39708_0400_PP.tif,2304,1536,109,1361,803
218,20060407_40957_0200_PP.tif,1440,960,68,807,520
219,20060411_59190_0200_PP.tif,1440,960,68,829,525
220,20060410_40403_0200_PP.tif,1440,960,68,744,486
221,20051202_55834_0400_PP.tif,1440,960,68,638,506
222,20060411_61196_0200_PP.tif,1440,960,68,610,522
223,20051020_63045_0100_PP.tif,2240,1488,103,984,773
224,20051202_55984_0400_PP.tif,1440,960,68,642,504
225,20051208_41570_0400_PP.tif,2304,1536,109,1184,905
226,20051216_47668_0200_PP.tif,1440,960,68,745,540
227,20051202_56012_0400_PP.tif,1440,960,68,840,494
228,20051202_56000_0400_PP.tif,1440,960,68,658,498
229,20060523_50556_0100_PP.tif,2240,1488,103,1293,788
230,20060412_61808_0200_PP.tif,1440,960,68,825,519
231,20060530_53132_0100_PP.tif,2240,1488,103,978,779
232,20060530_54443_0100_PP.tif,2240,1488,103,984,764
233,20051214_42363_0100_PP.tif,2240,1488,103,1308,797
234,20060523_50003_0100_PP.tif,2240,1488,103,981,779
235,20051130_54301_0400_PP.tif,1440,960,68,844,520
236,20051021_59136_0100_PP.tif,2240,1488,103,972,776
237,20060412_58387_0200_PP.tif,1440,960,68,829,516
238,20060412_61615_0200_PP.tif,1440,960,68,822,523
239,20051214_53168_0100_PP.tif,2240,1488,103,1086,794
240,20051207_56227_0400_PP.tif,1440,960,68,748,610
241,20051205_59738_0400_PP.tif,2304,1536,109,1007,824
242,20051202_39797_0400_PP.tif,2304,1536,109,1370,812
243,20060522_45718_0100_PP.tif,2240,1488,103,1302,788
244,20060411_60009_0200_PP.tif,1440,960,68,609,516
245,20051021_59504_0100_PP.tif,2240,1488,103,1299,806
246,20060530_54529_0100_PP.tif,2240,1488,103,1119,839
247,20060412_52425_0200_PP.tif,1440,960,68,601,528
248,20051205_35339_0400_PP.tif,1440,960,68,856,494
249,20060530_55370_0100_PP.tif,2240,1488,103,975,776
250,20060412_59636_0200_PP.tif,1440,960,68,657,552
251,20051109_60031_0400_PP.tif,1440,960,68,866,500
252,20060407_45087_0200_PP.tif,1440,960,68,607,525
253,20051214_51039_0100_PP.tif,2240,1488,103,960,767
254,20051214_52492_0100_PP.tif,2240,1488,103,1053,812
255,20051214_40849_0100_PP.tif,2240,1488,103,1014,788
256,20060412_63104_0200_PP.tif,1440,960,68,820,502
257,20060412_59400_0200_PP.tif,1440,960,68,609,508
258,20060523_48591_0100_PP.tif,2240,1488,103,1302,776
259,20060530_55203_0100_PP.tif,2240,1488,103,1086,893
260,20051130_59916_0400_PP.tif,2304,1536,109,1142,848
261,20060523_50631_0100_PP.tif,2240,1488,103,1296,785
262,20051021_58388_0100_PP.tif,2240,1488,103,978,797
263,20051116_54663_0400_PP.tif,1440,960,68,748,576
264,20051214_52115_0100_PP.tif,2240,1488,103,987,797
265,20060407_45230_0200_PP.tif,1440,960,68,618,535
266,20060411_60263_0200_PP.tif,1440,960,68,607,529
267,20060410_40605_0200_PP.tif,1440,960,68,703,531
268,20051202_41076_0400_PP.tif,1440,960,68,646,496
269,20051214_40767_0100_PP.tif,2240,1488,103,1305,797
270,20060412_59658_0200_PP.tif,1440,960,68,828,517
271,20051130_54364_0400_PP.tif,1440,960,68,632,500
272,20060523_49663_0100_PP.tif,2240,1488,103,996,782
273,20051202_55626_0400_PP.tif,1440,960,68,638,500
274,20051130_58716_0400_PP.tif,2304,1536,109,1007,827
275,20060407_44766_0200_PP.tif,1440,960,68,820,526
276,20060412_58314_0200_PP.tif,1440,960,68,829,514
277,20060411_58718_0200_PP.tif,1440,960,68,594,520
278,20051214_50812_0100_PP.tif,2240,1488,103,1284,797
279,20060412_63009_0200_PP.tif,1440,960,68,615,502
280,20051201_38041_0400_PP.tif,2304,1536,109,1022,821
281,20051205_59240_0400_PP.tif,2304,1536,109,1004,818
282,20060407_45718_0200_PP.tif,1440,960,68,619,517
283,20060523_48102_0100_PP.tif,2240,1488,103,1302,767
284,20051216_45351_0200_PP.tif,1440,960,68,624,528
285,20060411_58808_0200_PP.tif,1440,960,68,610,514
286,20051205_35110_0400_PP.tif,1440,960,68,848,500
287,20051201_37409_0400_PP.tif,2304,1536,109,1037,833
288,20051020_56592_0100_PP.tif,2240,1488,103,1314,779
289,20060530_53928_0100_PP.tif,2240,1488,103,966,776
290,20051130_60794_0400_PP.tif,2304,1536,109,1025,821
291,20051202_48586_0400_PP.tif,1440,960,68,634,500
292,20051216_46183_0200_PP.tif,1440,960,68,829,525
293,20060410_40633_0200_PP.tif,1440,960,68,822,522
294,20060407_43726_0200_PP.tif,1440,960,68,580,532
295,20051117_37100_0400_PP.tif,1440,960,68,850,498
296,20051020_62709_0100_PP.tif,2240,1488,103,1170,830
297,20060530_55304_0100_PP.tif,2240,1488,103,978,800
298,20060412_51860_0200_PP.tif,1440,960,68,775,507
299,20060407_44743_0200_PP.tif,1440,960,68,613,534
300,20051201_38155_0400_PP.tif,2304,1536,109,1340,815
301,20060411_61901_0200_PP.tif,1440,960,68,834,511
302,20051130_54401_0400_PP.tif,1440,960,68,852,498
303,20060412_52978_0200_PP.tif,1440,960,68,615,526
304,20060410_41603_0200_PP.tif,1440,960,68,612,537
305,20051214_56169_0100_PP.tif,2240,1488,103,990,797
306,20051110_38111_0400_PP.tif,1440,960,68,862,506
307,20060412_61383_0200_PP.tif,1440,960,68,834,525
308,20051116_44051_0400_PP.tif,1440,960,68,736,536
309,20051202_41260_0400_PP.tif,1440,960,68,638,498
310,20051130_59964_0400_PP.tif,2304,1536,109,1022,830
311,20051214_51442_0100_PP.tif,2240,1488,103,981,791
312,20051216_44811_0200_PP.tif,1440,960,68,604,522
313,20051213_61406_0100_PP.tif,2240,1488,103,1002,761
314,20060411_61060_0200_PP.tif,1440,960,68,816,525
315,20051208_39546_0400_PP.tif,2304,1536,109,1367,815
316,20060411_61624_0200_PP.tif,1440,960,68,616,540
317,20051216_46847_0200_PP.tif,1440,960,68,796,510
318,20051020_44782_0100_PP.tif,2240,1488,103,1320,793
319,20051110_34493_0400_PP.tif,1440,960,68,626,508
320,20060412_60845_0200_PP.tif,1440,960,68,823,519
321,20051130_59186_0400_PP.tif,2304,1536,109,1013,818
322,20060412_59124_0200_PP.tif,1440,960,68,814,516
323,20051202_37227_0400_PP.tif,2304,1536,109,1346,812
324,20051214_51178_0100_PP.tif,2240,1488,103,978,800
325,20051130_55381_0400_PP.tif,1440,960,68,632,512
326,20060411_61419_0200_PP.tif,1440,960,68,826,520
327,20051020_44261_0100_PP.tif,2240,1488,103,1110,902
328,20051205_58177_0400_PP.tif,2304,1536,109,1379,914
329,20060411_58071_0200_PP.tif,1440,960,68,832,514
330,20051214_57940_0100_PP.tif,2240,1488,103,1350,920
331,20051117_37042_0400_PP.tif,1440,960,68,760,556
332,20060530_51254_0100_PP.tif,2240,1488,103,981,776
333,20060411_59638_0200_PP.tif,1440,960,68,603,514
334,20060412_52910_0200_PP.tif,1440,960,68,664,529
335,20051205_59300_0400_PP.tif,2304,1536,109,1358,809
336,20060407_43258_0200_PP.tif,1440,960,68,831,544
337,20060407_45932_0200_PP.tif,1440,960,68,610,534
338,20060530_36895_0100_PP.tif,2240,1488,103,1311,776
339,20051212_36640_0400_PP.tif,2304,1536,109,1013,812
340,20060530_36860_0100_PP.tif,2240,1488,103,960,791
341,20051020_65230_0100_PP.tif,2240,1488,103,1293,776
342,20060407_43223_0200_PP.tif,1440,960,68,613,537
343,20060410_39976_0200_PP.tif,1440,960,68,615,528
344,20051130_60601_0400_PP.tif,2304,1536,109,1013,821
345,20051020_53062_0100_PP.tif,2240,1488,103,981,788
346,20060410_47016_0200_PP.tif,1440,960,68,618,526
347,20051214_52695_0100_PP.tif,2240,1488,103,984,794
348,20051202_41238_0400_PP.tif,1440,960,68,850,502
349,20060411_58469_0200_PP.tif,1440,960,68,606,513
350,20060529_56834_0100_PP.tif,2240,1488,103,978,785
351,20060411_61687_0200_PP.tif,1440,960,68,609,528
352,20060412_58723_0200_PP.tif,1440,960,68,621,520
353,20060530_55746_0100_PP.tif,2240,1488,103,1308,785
354,20060412_58497_0200_PP.tif,1440,960,68,832,525
355,20060407_46257_0200_PP.tif,1440,960,68,820,514
356,20060412_61151_0200_PP.tif,1440,960,68,634,528
357,20060411_57986_0200_PP.tif,1440,960,68,807,528
358,20060412_58563_0200_PP.tif,1440,960,68,829,504
359,20051216_44832_0200_PP.tif,1440,960,68,820,519
360,20051205_33025_0400_PP.tif,1440,960,68,626,502
361,20060410_39726_0200_PP.tif,1440,960,68,817,480
362,20060407_44617_0200_PP.tif,1440,960,68,606,529
363,20051216_44420_0200_PP.tif,1440,960,68,826,532
364,20051116_58804_0400_PP.tif,1440,960,68,852,502
365,20051205_59715_0400_PP.tif,2304,1536,109,1367,818
366,20060523_49591_0100_PP.tif,2240,1488,103,1302,788
367,20051117_37321_0400_PP.tif,1440,960,68,642,506
368,20060523_49515_0100_PP.tif,2240,1488,103,1140,869
369,20060410_39859_0200_PP.tif,1440,960,68,619,523
370,20051202_37003_0400_PP.tif,2304,1536,109,1019,821
371,20051216_47703_0200_PP.tif,1440,960,68,831,520
372,20051116_43585_0400_PP.tif,1440,960,68,852,504
373,20051202_54208_0400_PP.tif,2304,1536,109,1349,809
374,20060407_38711_0200_PP.tif,1440,960,68,612,525
375,20051202_55969_0400_PP.tif,1440,960,68,844,516
376,20051202_55650_0400_PP.tif,1440,960,68,628,486
377,20060523_49726_0100_PP.tif,2240,1488,103,975,800
378,20051117_37130_0400_PP.tif,1440,960,68,638,512
379,20051214_42133_0100_PP.tif,2240,1488,103,990,785
380,20051116_54587_0400_PP.tif,1440,960,68,858,494
381,20060412_61169_0200_PP.tif,1440,960,68,811,517
382,20060529_57287_0100_PP.tif,2240,1488,103,1299,785
383,20060412_58548_0200_PP.tif,1440,960,68,607,534
384,20051021_39719_0100_PP.tif,2240,1488,103,1278,785
385,20051020_57844_0100_PP.tif,2240,1488,103,1305,812
386,20051201_38506_0400_PP.tif,2304,1536,109,1040,818
387,20051202_55525_0400_PP.tif,1440,960,68,744,478
388,20051205_57942_0400_PP.tif,2304,1536,109,1025,845
389,20051130_60715_0400_PP.tif,2304,1536,109,1364,809
390,20051116_43954_0400_PP.tif,1440,960,68,642,498
391,20051205_60119_0400_PP.tif,2304,1536,109,1181,974
392,20051205_35354_0400_PP.tif,1440,960,68,772,522
393,20051130_59850_0400_PP.tif,2304,1536,109,1016,818
394,20060412_58869_0200_PP.tif,1440,960,68,610,525
395,20051214_57260_0100_PP.tif,2240,1488,103,1302,782
396,20051109_59751_0400_PP.tif,1440,960,68,674,490
397,20060412_59175_0200_PP.tif,1440,960,68,607,522
398,20060523_49288_0100_PP.tif,2240,1488,103,1299,770
399,20060529_57447_0100_PP.tif,2240,1488,103,1287,782
400,20060407_44061_0200_PP.tif,1440,960,68,828,520
401,20051201_38081_0400_PP.tif,2304,1536,109,1340,818
402,20051020_61907_0100_PP.tif,2240,1488,103,1335,776
403,20060411_58494_0200_PP.tif,1440,960,68,822,514
404,20051020_44923_0100_PP.tif,2240,1488,103,1303,785
405,20051214_51701_0100_PP.tif,2240,1488,103,954,782
406,20051214_41289_0100_PP.tif,2240,1488,103,981,767
407,20051202_54547_0400_PP.tif,1440,960,68,620,520
408,20051020_44349_0100_PP.tif,2240,1488,103,1299,788
409,20051116_54839_0400_PP.tif,1440,960,68,640,504
410,20051130_55074_0400_PP.tif,1440,960,68,652,516
411,20051116_44615_0400_PP.tif,2304,1536,109,1163,878
412,20051202_55697_0400_PP.tif,1440,960,68,778,484
413,20060522_45455_0100_PP.tif,2240,1488,103,1305,785
414,20051116_44804_0400_PP.tif,2304,1536,109,1361,821
415,20051020_44431_0100_PP.tif,2240,1488,103,1275,776
416,20060411_62142_0200_PP.tif,1440,960,68,609,517
417,20060411_61029_0200_PP.tif,1440,960,68,607,528
418,20060522_43758_0100_PP.tif,2240,1488,103,972,800
419,20051020_62577_0100_PP.tif,2240,1488,103,975,779
420,20060411_51985_0200_PP.tif,1440,960,68,828,522
421,20060412_58471_0200_PP.tif,1440,960,68,618,526
422,20060410_44248_0200_PP.tif,1440,960,68,814,528
423,20060410_43847_0200_PP.tif,1440,960,68,619,541
424,20051205_58458_0400_PP.tif,2304,1536,109,1022,812
425,20051207_55266_0400_PP.tif,1440,960,68,850,502
426,20060522_43643_0100_PP.tif,2240,1488,103,969,791
427,20051021_51418_0100_PP.tif,2240,1488,103,984,800
428,20051021_40248_0100_PP.tif,2240,1488,103,1299,794
429,20051202_54530_0400_PP.tif,1440,960,68,760,520
430,20060411_61478_0200_PP.tif,1440,960,68,633,520
431,20051020_44714_0100_PP.tif,2240,1488,103,1152,680
432,20060523_50730_0100_PP.tif,2240,1488,103,1293,788
433,20051208_41318_0400_PP.tif,2304,1536,109,1040,833
434,20060412_52606_0200_PP.tif,1440,960,68,825,511
435,20051205_59337_0400_PP.tif,2304,1536,109,1355,806
436,20051020_44284_0100_PP.tif,2240,1488,103,1287,785
437,20051205_57757_0400_PP.tif,2304,1536,109,1016,827
438,20060410_39994_0200_PP.tif,1440,960,68,838,540
439,20051130_60186_0400_PP.tif,2304,1536,109,1019,815
440,20051130_59869_0400_PP.tif,2304,1536,109,1340,809
441,20051214_52242_0100_PP.tif,2240,1488,103,1284,716
442,20051214_51733_0100_PP.tif,2240,1488,103,1293,773
443,20060412_61525_0200_PP.tif,1440,960,68,825,516
444,20051216_45499_0200_PP.tif,1440,960,68,828,522
445,20051130_58888_0400_PP.tif,2304,1536,109,1181,935
446,20051116_43995_0400_PP.tif,1440,960,68,846,512
447,20060523_48728_0100_PP.tif,2240,1488,103,1308,767
448,20051205_35099_0400_PP.tif,1440,960,68,646,500
449,20051020_61804_0100_PP.tif,2240,1488,103,1293,791
450,20051214_51211_0100_PP.tif,2240,1488,103,1287,791
451,20060411_60511_0200_PP.tif,1440,960,68,621,532
452,20051116_43388_0400_PP.tif,1440,960,68,644,506
453,20051205_59379_0400_PP.tif,2304,1536,109,1238,842
454,20060529_56563_0100_PP.tif,2240,1488,103,972,785
455,20060412_59037_0200_PP.tif,1440,960,68,825,516
456,20051214_56688_0100_PP.tif,2240,1488,103,1299,776
457,20051208_39254_0400_PP.tif,2304,1536,109,995,809
458,20051216_43913_0200_PP.tif,1440,960,68,828,522
459,20060523_50135_0100_PP.tif,2240,1488,103,978,788
460,20051021_59459_0100_PP.tif,2240,1488,103,1023,788
461,20060523_48425_0100_PP.tif,2240,1488,103,1296,779
462,20060411_61641_0200_PP.tif,1440,960,68,820,520
463,20051202_51616_0400_PP.tif,2304,1536,109,1361,839
464,20060523_49176_0100_PP.tif,2240,1488,103,969,788
465,20060410_44504_0200_PP.tif,1440,960,68,816,519
466,20051020_62014_0100_PP.tif,2240,1488,103,1320,812
